time	species	prob	err
Fri Mar 24 16:04:25 AEST 2017	Halobacillus 	0.11581079517101776	0.08072307587277215
Fri Mar 24 16:04:25 AEST 2017	Bacillus 0.1508985144692634	0.08072307587277217
Fri Mar 24 16:04:25 AEST 2017	Pseudomo 0.10703886534645636	0.08072307587277215
Fri Mar 24 16:04:25 AEST 2017	Pseudoalteromonas 	0.12458272499557917	0.08072307587277215
Fri Mar 24 16:04:25 AEST 2017	Escherichia 	0.21230202324119324	0.0807230758727722
